selling_price,km_driven,fuel,seller_type,transmission,owner,Age,price_age,price_km
70000,60000,Petrol,Individual,Manual,Second Owner,14,153494.2184,376801.0833
160000,70000,Petrol,Individual,Manual,Third Owner,8,383616.7757,362279.1472
1000000,90000,Diesel,Individual,Automatic,Second Owner,9,298903.3151,316149.6369
68000,70000,Petrol,Individual,Manual,First Owner,19,110666.6,362279.1472
500000,26500,Petrol,Individual,Manual,First Owner,3,736892.2615,448666.6667
1050000,10000,Diesel,Individual,Manual,First Owner,0,779843.75,782431.3529
900000,50000,Diesel,Individual,Manual,First Owner,3,736892.2615,420457.8193
100000,52000,Petrol,Individual,Manual,Second Owner,13,165466.0097,397812.5
300000,90000,Diesel,Individual,Manual,First Owner,7,441215.578,316149.6369
140000,60000,Diesel,Individual,Manual,Second Owner,9,298903.3151,376801.0833
550000,35000,Petrol,Individual,Manual,First Owner,2,823822.0285,618923.9873
650000,71042,Diesel,Dealer,Manual,First Owner,8,383616.7757,650000
1025000,167870,Diesel,Dealer,Manual,Second Owner,8,383616.7757,1025000
195000,133564,Diesel,Dealer,Manual,First Owner,9,298903.3151,195000
1490000,40000,Diesel,Dealer,Automatic,First Owner,7,441215.578,495938.855
95000,70000,Diesel,Individual,Manual,First Owner,9,298903.3151,362279.1472
3050000,30000,Diesel,Individual,Automatic,First Owner,3,736892.2615,616484.1474
280000,52000,Diesel,Dealer,Manual,First Owner,7,441215.578,397812.5
300000,90000,Diesel,Individual,Manual,First Owner,5,507648.5144,316149.6369
375000,70000,Petrol,Individual,Manual,First Owner,5,507648.5144,362279.1472
375000,190000,Diesel,Individual,Manual,Third Owner,9,298903.3151,437000
1950000,106000,Diesel,Individual,Automatic,First Owner,4,643706.7143,936333
400000,80000,Diesel,Individual,Manual,Second Owner,8,383616.7757,354072.418
550000,80000,Diesel,Individual,Manual,Second Owner,6,518887.0548,354072.418
270000,20000,Petrol,Individual,Manual,First Owner,2,823822.0285,660733.2933
555000,110000,Diesel,Individual,Manual,Second Owner,8,383616.7757,350386.099
500000,60000,Diesel,Individual,Manual,Second Owner,7,441215.578,376801.0833
400000,130000,Diesel,Individual,Automatic,Second Owner,10,278209.7113,456000
280000,28838,Petrol,Individual,Manual,First Owner,3,736892.2615,280000
80000,200000,Petrol,Individual,Manual,First Owner,12,179747.4918,392857.0714
55000,100000,Diesel,Individual,Manual,First Owner,14,153494.2184,367524.4406
250000,50000,Petrol,Individual,Manual,First Owner,6,518887.0548,420457.8193
95000,100000,Diesel,Individual,Manual,Second Owner,13,165466.0097,367524.4406
725000,135000,Diesel,Individual,Manual,Second Owner,6,518887.0548,598888.8889
320000,50000,Diesel,Individual,Manual,Third Owner,5,507648.5144,420457.8193
1200000,135000,Diesel,Individual,Automatic,Third Owner,6,518887.0548,598888.8889
160000,50000,Diesel,Individual,Manual,First Owner,8,383616.7757,420457.8193
790000,19571,Diesel,Dealer,Manual,First Owner,2,823822.0285,790000
1200000,29600,Petrol,Dealer,Manual,First Owner,2,823822.0285,950000
175000,70000,Petrol,Individual,Manual,First Owner,9,298903.3151,362279.1472
950000,15000,Diesel,Individual,Automatic,First Owner,2,823822.0285,643275.8276
340000,50000,Petrol,Individual,Manual,First Owner,1,870222.1961,420457.8193
825000,13500,Diesel,Individual,Manual,First Owner,3,736892.2615,626249.75
3100000,22000,Petrol,Individual,Automatic,First Owner,2,823822.0285,1115454.545
780000,25000,Diesel,Dealer,Manual,First Owner,2,823822.0285,546884.9375
350000,80000,Petrol,Individual,Automatic,Third Owner,10,278209.7113,354072.418
690000,39000,Petrol,Dealer,Manual,First Owner,2,823822.0285,863000
245000,60000,Petrol,Individual,Manual,First Owner,4,643706.7143,376801.0833
790000,49000,Diesel,Dealer,Manual,First Owner,2,823822.0285,739600
680000,48600,Petrol,Dealer,Manual,First Owner,2,823822.0285,680000
540000,20000,Petrol,Individual,Manual,Second Owner,3,736892.2615,660733.2933
425000,25000,Petrol,Individual,Manual,First Owner,4,643706.7143,546884.9375
140000,120000,Petrol,Individual,Manual,First Owner,12,179747.4918,290779.5484
1100000,30000,Diesel,Individual,Manual,First Owner,1,870222.1961,616484.1474
715000,35000,Diesel,Individual,Manual,First Owner,5,507648.5144,618923.9873
1750000,127643,Diesel,Dealer,Automatic,First Owner,5,507648.5144,1750000
400000,54000,Petrol,Dealer,Manual,Second Owner,2,823822.0285,301083.3333
1750000,102354,Diesel,Dealer,Automatic,First Owner,6,518887.0548,1750000
1850000,62237,Petrol,Dealer,Automatic,First Owner,6,518887.0548,1850000
114999,90000,Petrol,Dealer,Manual,Second Owner,15,114381.1897,316149.6369
950000,21394,Diesel,Dealer,Manual,First Owner,2,823822.0285,950000
310000,32686,Petrol,Dealer,Manual,First Owner,5,507648.5144,310000
575000,1001,Diesel,Dealer,Manual,First Owner,14,153494.2184,662500
490000,22000,Diesel,Dealer,Manual,First Owner,3,736892.2615,1115454.545
480000,53261,Petrol,Dealer,Manual,First Owner,3,736892.2615,480000
3500000,53000,Diesel,Dealer,Automatic,First Owner,4,643706.7143,762000
370000,10000,Petrol,Dealer,Manual,First Owner,2,823822.0285,782431.3529
835000,14000,Diesel,Dealer,Manual,First Owner,3,736892.2615,740428.4286
650000,44000,Petrol,Dealer,Manual,First Owner,3,736892.2615,523571.2857
670000,39895,Diesel,Dealer,Manual,First Owner,6,518887.0548,670000
950000,73000,Diesel,Dealer,Automatic,First Owner,3,736892.2615,517777.6667
690000,17000,Petrol,Dealer,Manual,First Owner,6,518887.0548,1082285.714
670000,18591,Petrol,Dealer,Manual,First Owner,3,736892.2615,670000
925000,26766,Diesel,Dealer,Manual,First Owner,3,736892.2615,925000
250000,30000,Petrol,Individual,Manual,First Owner,5,507648.5144,616484.1474
509999,42000,Diesel,Individual,Manual,First Owner,4,643706.7143,415999.9286
520000,110000,Diesel,Individual,Manual,First Owner,6,518887.0548,350386.099
100000,100000,Diesel,Individual,Manual,First Owner,15,114381.1897,367524.4406
85000,300000,Diesel,Individual,Manual,Second Owner,14,153494.2184,119999.75
130000,110000,Diesel,Individual,Manual,Third Owner,11,242653.8077,350386.099
950000,27620,Diesel,Dealer,Manual,First Owner,2,823822.0285,950000
450000,70000,Petrol,Individual,Manual,First Owner,5,507648.5144,362279.1472
320000,50000,Petrol,Individual,Manual,Second Owner,8,383616.7757,420457.8193
480000,50000,Diesel,Individual,Manual,First Owner,5,507648.5144,420457.8193
2490000,46000,Diesel,Individual,Automatic,First Owner,6,518887.0548,536785.7143
790000,82000,Diesel,Individual,Manual,First Owner,8,383616.7757,435000
120000,120000,Petrol,Individual,Manual,First Owner,4,643706.7143,290779.5484
75000,80000,Petrol,Individual,Manual,Third Owner,14,153494.2184,354072.418
99000,70000,Petrol,Individual,Manual,First Owner,10,278209.7113,362279.1472
1015000,20000,Diesel,Individual,Manual,First Owner,2,823822.0285,660733.2933
250000,200000,Diesel,Individual,Manual,Second Owner,7,441215.578,392857.0714
520000,120000,Diesel,Individual,Manual,First Owner,9,298903.3151,290779.5484
1100000,30000,Diesel,Individual,Automatic,First Owner,2,823822.0285,616484.1474
200000,223000,Diesel,Individual,Manual,First Owner,15,114381.1897,200000
525000,60000,Diesel,Individual,Manual,First Owner,4,643706.7143,376801.0833
500000,40000,Petrol,Individual,Manual,First Owner,4,643706.7143,495938.855
675000,161327,Diesel,Individual,Manual,First Owner,4,643706.7143,675000
150000,60000,Petrol,Individual,Manual,Third Owner,11,242653.8077,376801.0833
250000,50000,Diesel,Individual,Manual,First Owner,13,165466.0097,420457.8193
450000,6000,Petrol,Individual,Manual,First Owner,2,823822.0285,552500
150000,68000,Petrol,Individual,Manual,Second Owner,11,242653.8077,1246750
200000,85000,Diesel,Individual,Manual,First Owner,8,383616.7757,378599.9
525000,70000,Diesel,Individual,Automatic,First Owner,9,298903.3151,362279.1472
60000,35000,Petrol,Individual,Manual,Second Owner,21,76428.57143,618923.9873
180000,100000,Diesel,Individual,Manual,Second Owner,10,278209.7113,367524.4406
475000,110000,Diesel,Individual,Manual,First Owner,5,507648.5144,350386.099
380000,195000,Diesel,Individual,Automatic,Second Owner,10,278209.7113,178333.3333
285000,46000,Petrol,Individual,Manual,Second Owner,5,507648.5144,536785.7143
91200,60000,Petrol,Individual,Manual,Second Owner,12,179747.4918,376801.0833
400000,42000,Diesel,Individual,Manual,First Owner,5,507648.5144,415999.9286
160000,90000,Petrol,Individual,Automatic,Second Owner,14,153494.2184,316149.6369
650000,85000,Diesel,Individual,Manual,Second Owner,8,383616.7757,378599.9
409999,120000,Diesel,Individual,Manual,Third Owner,8,383616.7757,290779.5484
425000,72000,Diesel,Individual,Manual,First Owner,7,441215.578,425000
250000,71000,CNG,Individual,Manual,Second Owner,7,441215.578,385000
260000,30000,Petrol,Dealer,Manual,First Owner,3,736892.2615,616484.1474
155000,65000,Petrol,Dealer,Manual,First Owner,13,165466.0097,448999.875
450000,38000,Diesel,Individual,Manual,First Owner,5,507648.5144,415066.6
220000,90000,Petrol,Individual,Manual,Second Owner,8,383616.7757,316149.6369
650000,37000,Diesel,Dealer,Manual,First Owner,2,823822.0285,523750
285000,30000,Petrol,Dealer,Manual,First Owner,2,823822.0285,616484.1474
725000,26000,Petrol,Dealer,Automatic,First Owner,2,823822.0285,858714.2857
625000,30000,Petrol,Dealer,Manual,First Owner,4,643706.7143,616484.1474
550000,23000,Petrol,Dealer,Manual,First Owner,4,643706.7143,512333.3333
240000,40000,Petrol,Dealer,Manual,First Owner,8,383616.7757,495938.855
600000,27000,Diesel,Dealer,Manual,First Owner,6,518887.0548,527000
350000,65000,Diesel,Dealer,Manual,First Owner,8,383616.7757,448999.875
245000,32000,Petrol,Dealer,Manual,First Owner,5,507648.5144,497000
600000,56000,Diesel,Dealer,Manual,First Owner,4,643706.7143,631777.6667
2400000,30000,Diesel,Individual,Automatic,First Owner,3,736892.2615,616484.1474
620000,80000,Diesel,Dealer,Manual,First Owner,6,518887.0548,354072.418
395000,52000,Petrol,Dealer,Manual,Second Owner,6,518887.0548,397812.5
635000,13250,Petrol,Dealer,Manual,First Owner,6,518887.0548,635000
180000,36000,Petrol,Dealer,Manual,First Owner,9,298903.3151,741444.4444
484999,73000,Diesel,Dealer,Manual,Second Owner,5,507648.5144,517777.6667
110000,60000,Petrol,Individual,Manual,First Owner,16,125530.303,376801.0833
150000,60000,Petrol,Individual,Manual,Second Owner,14,153494.2184,376801.0833
400000,110000,Diesel,Individual,Manual,First Owner,8,383616.7757,350386.099
200000,70000,Diesel,Individual,Manual,Second Owner,8,383616.7757,362279.1472
302000,60000,Diesel,Individual,Manual,Second Owner,7,441215.578,376801.0833
155000,80000,Petrol,Individual,Manual,Second Owner,16,125530.303,354072.418
1000000,101000,Diesel,Individual,Manual,Second Owner,6,518887.0548,740000
550000,44000,Diesel,Individual,Manual,First Owner,2,823822.0285,523571.2857
200000,45000,Petrol,Individual,Manual,First Owner,14,153494.2184,402157.7368
750000,120000,Diesel,Individual,Manual,First Owner,3,736892.2615,290779.5484
90000,90000,Petrol,Individual,Manual,Second Owner,15,114381.1897,316149.6369
80000,120000,Petrol,Individual,Manual,Second Owner,13,165466.0097,290779.5484
229999,13500,Petrol,Individual,Manual,First Owner,7,441215.578,626249.75
350000,10000,Petrol,Individual,Manual,First Owner,3,736892.2615,782431.3529
325000,25000,Petrol,Individual,Manual,Third Owner,5,507648.5144,546884.9375
450000,8500,Petrol,Individual,Manual,First Owner,2,823822.0285,450000
250000,120000,Diesel,Individual,Manual,First Owner,8,383616.7757,290779.5484
225000,120000,Diesel,Individual,Manual,First Owner,8,383616.7757,290779.5484
150000,90246,Petrol,Individual,Manual,Third Owner,11,242653.8077,150000
150000,40000,Petrol,Individual,Manual,Second Owner,10,278209.7113,495938.855
610000,32000,Diesel,Individual,Manual,Second Owner,3,736892.2615,497000
170000,60400,Diesel,Individual,Manual,First Owner,7,441215.578,170000
150000,70950,Diesel,Individual,Manual,Second Owner,12,179747.4918,150000
375000,72000,Diesel,Individual,Manual,First Owner,5,507648.5144,425000
390000,90000,Diesel,Individual,Manual,First Owner,7,441215.578,316149.6369
600000,10000,Petrol,Individual,Manual,First Owner,3,736892.2615,782431.3529
204999,25000,Petrol,Individual,Manual,Second Owner,6,518887.0548,546884.9375
270000,80000,Diesel,Individual,Manual,Second Owner,11,242653.8077,354072.418
375000,10000,Petrol,Individual,Manual,First Owner,3,736892.2615,782431.3529
700000,1100,Petrol,Individual,Manual,First Owner,0,779843.75,900000
455000,40000,Petrol,Individual,Manual,First Owner,3,736892.2615,495938.855
341000,31491,Petrol,Individual,Manual,First Owner,6,518887.0548,341000
200000,107143,Diesel,Individual,Manual,Second Owner,6,518887.0548,200000
450000,15000,Petrol,Individual,Automatic,First Owner,3,736892.2615,643275.8276
170000,50000,Petrol,Individual,Manual,Second Owner,8,383616.7757,420457.8193
1900000,100000,Diesel,Individual,Manual,First Owner,3,736892.2615,367524.4406
500000,60000,Diesel,Individual,Manual,First Owner,4,643706.7143,376801.0833
819999,85000,Diesel,Individual,Manual,First Owner,4,643706.7143,378599.9
351000,40000,Petrol,Individual,Manual,Second Owner,6,518887.0548,495938.855
195000,80000,Petrol,Individual,Manual,Second Owner,9,298903.3151,354072.418
250000,82000,Diesel,Individual,Manual,Second Owner,12,179747.4918,435000
120000,70000,Petrol,Individual,Manual,Second Owner,12,179747.4918,362279.1472
180000,70000,Petrol,Individual,Manual,Third Owner,11,242653.8077,362279.1472
430000,20000,Diesel,Individual,Manual,First Owner,4,643706.7143,660733.2933
75000,35000,Petrol,Individual,Manual,Second Owner,8,383616.7757,618923.9873
750000,80000,Diesel,Individual,Manual,First Owner,3,736892.2615,354072.418
60000,40000,Petrol,Individual,Manual,First Owner,9,298903.3151,495938.855
1500000,46412,Diesel,Individual,Manual,First Owner,5,507648.5144,1500000
630000,50000,Diesel,Individual,Manual,First Owner,4,643706.7143,420457.8193
1085000,15000,Diesel,Individual,Manual,First Owner,2,823822.0285,643275.8276
190000,60000,Petrol,Individual,Manual,Second Owner,8,383616.7757,376801.0833
550000,25000,Petrol,Individual,Automatic,First Owner,2,823822.0285,546884.9375
200000,90000,Petrol,Individual,Manual,Third Owner,8,383616.7757,316149.6369
165000,60000,Petrol,Individual,Manual,First Owner,9,298903.3151,376801.0833
260000,65000,Diesel,Individual,Manual,First Owner,7,441215.578,448999.875
151000,40000,Petrol,Individual,Manual,First Owner,9,298903.3151,495938.855
780000,50000,Diesel,Individual,Manual,First Owner,2,823822.0285,420457.8193
175000,80000,Diesel,Individual,Manual,Third Owner,8,383616.7757,354072.418
170000,107500,Diesel,Dealer,Manual,First Owner,10,278209.7113,170000
210000,135000,Diesel,Dealer,Manual,Second Owner,7,441215.578,598888.8889
90000,43826,Petrol,Dealer,Manual,Second Owner,13,165466.0097,90000
535000,55838,Petrol,Dealer,Manual,First Owner,4,643706.7143,535000
195000,112880,Diesel,Dealer,Manual,First Owner,13,165466.0097,195000
140000,90000,Diesel,Individual,Manual,Third Owner,9,298903.3151,316149.6369
350000,40000,Petrol,Individual,Manual,First Owner,8,383616.7757,495938.855
425000,66000,Petrol,Individual,Manual,First Owner,7,441215.578,354444.4444
300000,30300,Petrol,Individual,Manual,First Owner,3,736892.2615,300000
340000,85000,Diesel,Individual,Manual,Second Owner,7,441215.578,378599.9
250000,80659,Petrol,Dealer,Manual,First Owner,11,242653.8077,250000
170000,81324,Petrol,Dealer,Manual,First Owner,12,179747.4918,170000
315000,127884,Diesel,Dealer,Manual,First Owner,7,441215.578,315000
200000,50000,Petrol,Individual,Manual,First Owner,5,507648.5144,420457.8193
300000,25000,Petrol,Individual,Manual,First Owner,4,643706.7143,546884.9375
300000,66755,Diesel,Dealer,Manual,First Owner,5,507648.5144,300000
380000,123084,Petrol,Dealer,Manual,First Owner,7,441215.578,380000
250000,806599,Petrol,Dealer,Manual,First Owner,11,242653.8077,250000
310000,95851,Diesel,Dealer,Manual,First Owner,7,441215.578,310000
260000,50000,Petrol,Individual,Manual,First Owner,10,278209.7113,420457.8193
150000,50000,Petrol,Individual,Manual,Second Owner,12,179747.4918,420457.8193
85000,60000,Petrol,Individual,Manual,Second Owner,14,153494.2184,376801.0833
280000,15000,Petrol,Individual,Manual,Second Owner,5,507648.5144,643275.8276
850000,40000,Diesel,Individual,Manual,First Owner,4,643706.7143,495938.855
375000,20000,Petrol,Individual,Manual,Second Owner,3,736892.2615,660733.2933
125000,120000,Diesel,Individual,Manual,Third Owner,14,153494.2184,290779.5484
250000,110000,Diesel,Individual,Manual,First Owner,8,383616.7757,350386.099
715000,234000,Diesel,Individual,Manual,First Owner,6,518887.0548,715000
220000,70000,Diesel,Individual,Manual,First Owner,9,298903.3151,362279.1472
110000,110000,Diesel,Individual,Manual,Second Owner,10,278209.7113,350386.099
150000,84000,Petrol,Individual,Manual,Second Owner,13,165466.0097,551666.6667
300000,170000,Diesel,Individual,Manual,First Owner,8,383616.7757,334500
220000,40000,Petrol,Individual,Manual,First Owner,3,736892.2615,495938.855
75000,96000,Petrol,Individual,Manual,Second Owner,14,153494.2184,211250
100000,20000,Diesel,Individual,Manual,First Owner,11,242653.8077,660733.2933
380000,15000,Petrol,Individual,Manual,First Owner,4,643706.7143,643275.8276
100000,50000,Petrol,Individual,Manual,First Owner,13,165466.0097,420457.8193
480000,80000,Petrol,Individual,Manual,Second Owner,10,278209.7113,354072.418
300000,124000,Diesel,Individual,Manual,First Owner,8,383616.7757,243333.3333
190000,70000,Diesel,Individual,Manual,First Owner,7,441215.578,362279.1472
190000,130000,Diesel,Individual,Manual,Second Owner,8,383616.7757,456000
650000,19014,Petrol,Dealer,Manual,First Owner,3,736892.2615,650000
300000,23262,Petrol,Dealer,Manual,First Owner,11,242653.8077,300000
700000,29600,Diesel,Dealer,Manual,First Owner,4,643706.7143,950000
310000,35925,Petrol,Dealer,Manual,First Owner,5,507648.5144,310000
500000,12000,Petrol,Individual,Manual,First Owner,2,823822.0285,442857.1429
415000,40771,Petrol,Dealer,Manual,First Owner,7,441215.578,415000
395000,30500,Petrol,Dealer,Automatic,Second Owner,5,507648.5144,395000
430000,42000,Petrol,Dealer,Manual,Second Owner,6,518887.0548,415999.9286
215000,55800,Petrol,Dealer,Manual,Second Owner,13,165466.0097,215000
550000,66569,Diesel,Dealer,Manual,First Owner,6,518887.0548,550000
415000,81358,Diesel,Dealer,Manual,First Owner,6,518887.0548,415000
450000,82695,Diesel,Dealer,Manual,First Owner,5,507648.5144,450000
285000,68293,Diesel,Dealer,Manual,Second Owner,6,518887.0548,285000
580000,32000,Petrol,Dealer,Automatic,First Owner,4,643706.7143,497000
300000,190621,Diesel,Dealer,Manual,First Owner,6,518887.0548,300000
1200000,60000,Diesel,Individual,Manual,First Owner,2,823822.0285,376801.0833
78000,64700,Petrol,Individual,Manual,First Owner,14,153494.2184,78000
400000,88470,Diesel,Individual,Manual,First Owner,4,643706.7143,400000
850000,75000,Diesel,Individual,Manual,First Owner,4,643706.7143,558399.88
450000,120000,Diesel,Individual,Manual,Second Owner,7,441215.578,290779.5484
2500000,35000,Diesel,Individual,Automatic,First Owner,8,383616.7757,618923.9873
780000,70000,Diesel,Individual,Manual,First Owner,3,736892.2615,362279.1472
3200000,57000,Diesel,Individual,Automatic,First Owner,3,736892.2615,688285.7143
350000,1000,Petrol,Individual,Manual,First Owner,0,779843.75,630166.6667
285000,120000,Diesel,Individual,Manual,Second Owner,7,441215.578,290779.5484
525000,98000,Diesel,Dealer,Manual,First Owner,5,507648.5144,455000
550000,90000,Diesel,Dealer,Manual,Second Owner,6,518887.0548,316149.6369
580000,70000,Diesel,Individual,Manual,First Owner,2,823822.0285,362279.1472
75000,25000,Petrol,Individual,Manual,Third Owner,7,441215.578,546884.9375
185000,60000,Diesel,Individual,Manual,Third Owner,11,242653.8077,376801.0833
180000,200000,Petrol,Individual,Manual,Second Owner,16,125530.303,392857.0714
350000,110000,Diesel,Individual,Manual,Second Owner,10,278209.7113,350386.099
60000,126000,Petrol,Individual,Manual,Second Owner,15,114381.1897,828333.3333
695000,70000,Diesel,Individual,Manual,First Owner,2,823822.0285,362279.1472
2700000,5000,Diesel,Individual,Automatic,First Owner,1,870222.1961,753151.4848
135000,74183,Petrol,Individual,Manual,Second Owner,13,165466.0097,135000
640000,70000,Diesel,Individual,Manual,Second Owner,5,507648.5144,362279.1472
160000,90000,Petrol,Individual,Manual,First Owner,6,518887.0548,316149.6369
80000,46000,Petrol,Individual,Manual,Second Owner,16,125530.303,536785.7143
340000,110000,Diesel,Individual,Manual,Second Owner,7,441215.578,350386.099
110000,80000,Diesel,Individual,Manual,Second Owner,8,383616.7757,354072.418
250000,90000,Diesel,Individual,Manual,Second Owner,7,441215.578,316149.6369
1300000,70000,Diesel,Individual,Manual,First Owner,3,736892.2615,362279.1472
250000,1,Diesel,Individual,Manual,Second Owner,6,518887.0548,250000
450000,192000,Diesel,Individual,Manual,First Owner,11,242653.8077,450000
225000,120000,Diesel,Individual,Manual,Second Owner,13,165466.0097,290779.5484
275000,60000,Petrol,Individual,Manual,Second Owner,5,507648.5144,376801.0833
320000,120000,Diesel,Individual,Manual,Second Owner,8,383616.7757,290779.5484
75000,120000,Petrol,Individual,Manual,First Owner,12,179747.4918,290779.5484
85000,50000,Petrol,Individual,Manual,Second Owner,13,165466.0097,420457.8193
90000,120000,Diesel,Individual,Manual,First Owner,11,242653.8077,290779.5484
85000,80000,Petrol,Individual,Manual,Second Owner,13,165466.0097,354072.418
350000,80000,Diesel,Individual,Manual,Second Owner,12,179747.4918,354072.418
355000,100000,Diesel,Individual,Automatic,Second Owner,11,242653.8077,367524.4406
619000,1500,Petrol,Individual,Manual,First Owner,0,779843.75,2659500
1700000,50000,Diesel,Individual,Manual,First Owner,2,823822.0285,420457.8193
55000,100000,Diesel,Individual,Manual,Second Owner,14,153494.2184,367524.4406
95000,83411,Petrol,Individual,Manual,First Owner,14,153494.2184,88000
300000,120000,Diesel,Individual,Manual,Second Owner,9,298903.3151,290779.5484
81000,83411,Petrol,Individual,Manual,First Owner,14,153494.2184,88000
1000000,80000,Diesel,Individual,Automatic,Second Owner,5,507648.5144,354072.418
925000,50000,Diesel,Individual,Manual,First Owner,1,870222.1961,420457.8193
450000,40000,Diesel,Individual,Manual,First Owner,5,507648.5144,495938.855
600000,13270,Diesel,Individual,Manual,First Owner,6,518887.0548,600000
85000,100000,Petrol,Individual,Automatic,Third Owner,14,153494.2184,367524.4406
700000,50000,Diesel,Individual,Manual,First Owner,4,643706.7143,420457.8193
486000,26500,Petrol,Individual,Manual,First Owner,3,736892.2615,448666.6667
400000,90000,Diesel,Individual,Manual,First Owner,7,441215.578,316149.6369
275000,35000,Petrol,Individual,Manual,First Owner,2,823822.0285,618923.9873
580000,57000,Diesel,Individual,Manual,First Owner,4,643706.7143,688285.7143
229999,100000,Petrol,Individual,Manual,Third Owner,5,507648.5144,367524.4406
110000,88000,Petrol,Individual,Manual,Second Owner,10,278209.7113,405000
600000,60000,Diesel,Individual,Manual,First Owner,3,736892.2615,376801.0833
120000,76000,Petrol,Individual,Manual,Second Owner,11,242653.8077,298571.4286
200000,100000,Diesel,Individual,Manual,Second Owner,10,278209.7113,367524.4406
450000,110000,Diesel,Individual,Manual,Second Owner,8,383616.7757,350386.099
550000,80000,Diesel,Individual,Manual,Second Owner,8,383616.7757,354072.418
220000,80000,Petrol,Individual,Manual,Second Owner,8,383616.7757,354072.418
40000,30000,Petrol,Individual,Manual,First Owner,19,110666.6,616484.1474
300000,20000,Petrol,Individual,Automatic,First Owner,3,736892.2615,660733.2933
630000,40000,Diesel,Individual,Manual,First Owner,2,823822.0285,495938.855
610000,40000,Diesel,Individual,Manual,Second Owner,3,736892.2615,495938.855
660000,7000,Petrol,Individual,Manual,Second Owner,1,870222.1961,400000
138000,90000,Diesel,Individual,Manual,Second Owner,9,298903.3151,316149.6369
210000,13770,Diesel,Individual,Manual,First Owner,7,441215.578,210000
125000,34000,Petrol,Dealer,Manual,First Owner,15,114381.1897,790000
125000,102000,Petrol,Dealer,Manual,First Owner,12,179747.4918,265000
725000,110000,Diesel,Individual,Manual,First Owner,6,518887.0548,350386.099
170000,90000,Petrol,Individual,Manual,Second Owner,9,298903.3151,316149.6369
1200000,70000,Diesel,Individual,Manual,Third Owner,5,507648.5144,362279.1472
70000,90000,Petrol,Individual,Manual,Second Owner,17,78315.78947,316149.6369
100000,70000,Petrol,Individual,Manual,Second Owner,13,165466.0097,362279.1472
300000,80000,Petrol,Individual,Manual,Second Owner,14,153494.2184,354072.418
450000,100000,Diesel,Individual,Manual,Second Owner,7,441215.578,367524.4406
530000,100000,Diesel,Individual,Manual,First Owner,5,507648.5144,367524.4406
100000,143000,Petrol,Individual,Manual,Third Owner,13,165466.0097,100000
350000,115000,Petrol,Individual,Manual,Second Owner,10,278209.7113,277500
165000,100000,Diesel,Individual,Manual,Second Owner,9,298903.3151,367524.4406
475000,120000,Diesel,Individual,Manual,Second Owner,1,870222.1961,290779.5484
350000,42000,Diesel,Individual,Manual,First Owner,7,441215.578,415999.9286
229999,38000,Petrol,Individual,Manual,First Owner,4,643706.7143,415066.6
475000,120000,Diesel,Individual,Manual,Second Owner,6,518887.0548,290779.5484
425000,136906,Diesel,Individual,Manual,First Owner,6,518887.0548,425000
660000,97000,Diesel,Individual,Manual,Second Owner,5,507648.5144,441999.9
610000,10000,Petrol,Individual,Automatic,First Owner,1,870222.1961,782431.3529
240000,50000,Petrol,Individual,Manual,Third Owner,7,441215.578,420457.8193
70000,60000,Petrol,Individual,Manual,Second Owner,15,114381.1897,376801.0833
550000,120000,Diesel,Individual,Manual,First Owner,9,298903.3151,290779.5484
100000,120000,Petrol,Individual,Manual,Second Owner,10,278209.7113,290779.5484
350000,90000,Diesel,Individual,Manual,Second Owner,10,278209.7113,316149.6369
200000,120000,Petrol,Individual,Manual,First Owner,7,441215.578,290779.5484
720000,3000,Petrol,Individual,Automatic,First Owner,1,870222.1961,915000
350000,133000,Diesel,Individual,Manual,First Owner,6,518887.0548,350000
400000,25000,Petrol,Individual,Manual,First Owner,4,643706.7143,546884.9375
570000,35000,Petrol,Individual,Manual,First Owner,3,736892.2615,618923.9873
130000,70000,Petrol,Individual,Manual,First Owner,5,507648.5144,362279.1472
210000,52000,Petrol,Individual,Manual,First Owner,4,643706.7143,397812.5
800000,52000,Diesel,Individual,Manual,First Owner,2,823822.0285,397812.5
700000,39000,Diesel,Individual,Manual,First Owner,3,736892.2615,863000
200000,28689,Diesel,Individual,Manual,First Owner,9,298903.3151,200000
495000,90000,Diesel,Individual,Manual,Second Owner,6,518887.0548,316149.6369
325000,80322,Diesel,Dealer,Manual,First Owner,6,518887.0548,325000
650000,8000,Petrol,Individual,Manual,First Owner,1,870222.1961,625250
155000,50000,Diesel,Individual,Manual,Second Owner,20,76300,420457.8193
75000,90000,Petrol,Individual,Manual,Second Owner,13,165466.0097,316149.6369
350000,61658,Diesel,Dealer,Manual,First Owner,5,507648.5144,350000
90000,50000,Petrol,Individual,Manual,Third Owner,10,278209.7113,420457.8193
600000,80000,Diesel,Individual,Manual,First Owner,4,643706.7143,354072.418
400000,185000,Diesel,Individual,Manual,First Owner,10,278209.7113,276666.6667
370000,57000,Diesel,Individual,Manual,Second Owner,6,518887.0548,688285.7143
50000,60000,Petrol,Individual,Manual,First Owner,20,76300,376801.0833
125000,120000,Petrol,Individual,Manual,Second Owner,16,125530.303,290779.5484
1800000,26000,Diesel,Individual,Automatic,First Owner,2,823822.0285,858714.2857
650000,20000,Petrol,Individual,Automatic,First Owner,1,870222.1961,660733.2933
800000,30600,Petrol,Individual,Automatic,First Owner,3,736892.2615,800000
802000,5000,Petrol,Individual,Manual,First Owner,0,779843.75,753151.4848
